submission_id,age,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,itemNr,justification,languages,prolific_pid,prolific_session_id,prolific_study_id,responseType,reproduction,response,responseTime,trialNR
2671,32,,association,Graduated College,143213,1769686984974,1769686841761,male,spaceColony,1,NA,English,601a7edfb0701c2b958b1b19,697b47309651ac0583dc10a5,697b44eea7fa84c2ff0761b4,,NA,both xeliherb and ralocrop,41358,0
2671,32,,association,Graduated College,143213,1769686984974,1769686841761,male,spaceColony,1,Because it brings more yield of xeliherb ,English,601a7edfb0701c2b958b1b19,697b47309651ac0583dc10a5,697b44eea7fa84c2ff0761b4,,NA,NA,12932,1
2671,32,,association,Graduated College,143213,1769686984974,1769686841761,male,spaceColony,1,NA,English,601a7edfb0701c2b958b1b19,697b47309651ac0583dc10a5,697b44eea7fa84c2ff0761b4,Neutral,A higher yield of xeliherb is available with the presence of ralocrop.,NA,70708,2
2672,52,Interesting. Thank you.,association,Higher degree,193093,1769687039338,1769686846245,male,spaceColony,1,NA,English,563f734bcbd4c60005dc9442,697b472bf8be282ac40b2703,697b44eea7fa84c2ff0761b4,,NA,both xeliherb and ralocrop,41044,0
2672,52,Interesting. Thank you.,association,Higher degree,193093,1769687039338,1769686846245,male,spaceColony,1,"I would cultivate H because it is vital for survival. I would cultivate the R that is present. If humans can also consume this great but I would attempt to reduce the area of land it covers and plant more H in its place. Having both H and R is a safeguard in case one of the crops fails or gets a disease, etc.",English,563f734bcbd4c60005dc9442,697b472bf8be282ac40b2703,697b44eea7fa84c2ff0761b4,,NA,NA,87396,1
2672,52,Interesting. Thank you.,association,Higher degree,193093,1769687039338,1769686846245,male,spaceColony,1,NA,English,563f734bcbd4c60005dc9442,697b472bf8be282ac40b2703,697b44eea7fa84c2ff0761b4,None,They said H is present and you can collect seeds and also added that R is also present with the H.,NA,43465,2
2673,30,,association,Graduated College,160467,1769687094085,1769686933618,female,spaceColony,1,NA,English,5ef7833b93b67f096e7b2548,697b472658e5aa5257909809,697b44eea7fa84c2ff0761b4,,NA,both xeliherb and ralocrop,81751,0
2673,30,,association,Graduated College,160467,1769687094085,1769686933618,female,spaceColony,1,Because of the impact of ralocrop on having high amounts of xeliherb too,English,5ef7833b93b67f096e7b2548,697b472658e5aa5257909809,697b44eea7fa84c2ff0761b4,,NA,NA,27358,1
2673,30,,association,Graduated College,160467,1769687094085,1769686933618,female,spaceColony,1,NA,English,5ef7833b93b67f096e7b2548,697b472658e5aa5257909809,697b44eea7fa84c2ff0761b4,Neutral,Ralocrop is associated with high amounts of xeliherb,NA,33744,2
2674,30,,association,Graduated College,71295,1769687176039,1769687104744,female,spaceColony,1,NA,english,5ef7833b93b67f096e7b2548,697b472658e5aa5257909809,697b44eea7fa84c2ff0761b4,,NA,both xeliherb and ralocrop,18340,0
2674,30,,association,Graduated College,71295,1769687176039,1769687104744,female,spaceColony,1,Because the scientists reported that ralocrop is associated with a high yield of xeliherb,english,5ef7833b93b67f096e7b2548,697b472658e5aa5257909809,697b44eea7fa84c2ff0761b4,,NA,NA,17052,1
2674,30,,association,Graduated College,71295,1769687176039,1769687104744,female,spaceColony,1,NA,english,5ef7833b93b67f096e7b2548,697b472658e5aa5257909809,697b44eea7fa84c2ff0761b4,Neutral,The science team found that ralocrop is associated with high yields of xeliherb,NA,20320,2
2680,46,,association,Graduated College,220322,1769687412585,1769687192263,female,spaceColony,1,NA,English,5e3810e4b575a301801eff16,697b4891ee530d0c57da1e2d,697b44eea7fa84c2ff0761b4,,NA,only xeliherb,46026,0
2680,46,,association,Graduated College,220322,1769687412585,1769687192263,female,spaceColony,1,Xeliherb was the crop that was advised to be grown on the planet and the other crop uses too much resources to consider as a viable option when setting up a colony,English,5e3810e4b575a301801eff16,697b4891ee530d0c57da1e2d,697b44eea7fa84c2ff0761b4,,NA,NA,71503,1
2680,46,,association,Graduated College,220322,1769687412585,1769687192263,female,spaceColony,1,NA,English,5e3810e4b575a301801eff16,697b4891ee530d0c57da1e2d,697b44eea7fa84c2ff0761b4,Neutral,Ralocrop reported as growing in addition to xeliherb. Ralocrop uses too many resources.,NA,82629,2
2681,31,,association,Higher degree,267884,1769687454609,1769687186725,male,spaceColony,1,NA,English,6914e9088fa5435d8e965505,697b488fbdda3b98c629da05,697b44eea7fa84c2ff0761b4,,NA,only xeliherb,66214,0
2681,31,,association,Higher degree,267884,1769687454609,1769687186725,male,spaceColony,1,"The presence of the other crop is associated with xeliherb existing, however we I don't believe xelihber grows naturally due to the presence of the other crop. Therefore, I would prioritize growing the crop needed for survival. ",English,6914e9088fa5435d8e965505,697b488fbdda3b98c629da05,697b44eea7fa84c2ff0761b4,,NA,NA,58117,1
2681,31,,association,Higher degree,267884,1769687454609,1769687186725,male,spaceColony,1,NA,English,6914e9088fa5435d8e965505,697b488fbdda3b98c629da05,697b44eea7fa84c2ff0761b4,Neutral,Ralocrop is found near large deposits of xeliherb.,NA,82122,2
2675,69,,association,Did not graduate High-school,222333,1769687193630,1769686971297,male,spaceColony,1,NA,,614474abab1644252b136279,697b47ab5733ddbfdccf6b79,697b44eea7fa84c2ff0761b4,,NA,only xeliherb,62000,0
2675,69,,association,Did not graduate High-school,222333,1769687193630,1769686971297,male,spaceColony,1,only exeliherb until the amount of water was known for certain before growing the other crop,,614474abab1644252b136279,697b47ab5733ddbfdccf6b79,697b44eea7fa84c2ff0761b4,,NA,NA,55923,1
2675,69,,association,Did not graduate High-school,222333,1769687193630,1769686971297,male,spaceColony,1,NA,,614474abab1644252b136279,697b47ab5733ddbfdccf6b79,697b44eea7fa84c2ff0761b4,None,the production of ralocrop demands a lot of water just concentrate on xeliherb for now,NA,76066,2
2676,22,,association,Graduated College,132390,1769687219587,1769687087197,female,spaceColony,1,NA,English,6978c747e184ed4d0341f8a2,697b481c040ce16e409d0a14,697b44eea7fa84c2ff0761b4,,NA,both xeliherb and ralocrop,55434,0
2676,22,,association,Graduated College,132390,1769687219587,1769687087197,female,spaceColony,1,Both are required and it is more convenient to have both available on the same planet,English,6978c747e184ed4d0341f8a2,697b481c040ce16e409d0a14,697b44eea7fa84c2ff0761b4,,NA,NA,29649,1
2676,22,,association,Graduated College,132390,1769687219587,1769687087197,female,spaceColony,1,NA,English,6978c747e184ed4d0341f8a2,697b481c040ce16e409d0a14,697b44eea7fa84c2ff0761b4,Causation,Ralocrop is required for xeliherb to grow,NA,27716,2
2678,37,,association,Did not graduate High-school,133576,1769687326645,1769687193069,male,spaceColony,1,NA,english,5defac7e56b506000cdd3b32,697b488db84595415d9e8053,697b44eea7fa84c2ff0761b4,,NA,both xeliherb and ralocrop,43902,0
2678,37,,association,Did not graduate High-school,133576,1769687326645,1769687193069,male,spaceColony,1,because if ralocrop grows so does xeliherb,english,5defac7e56b506000cdd3b32,697b488db84595415d9e8053,697b44eea7fa84c2ff0761b4,,NA,NA,21171,1
2678,37,,association,Did not graduate High-school,133576,1769687326645,1769687193069,male,spaceColony,1,NA,english,5defac7e56b506000cdd3b32,697b488db84595415d9e8053,697b44eea7fa84c2ff0761b4,Neutral,if ralocrop grows so does xeliherb,NA,54164,2
2677,61,,association,Higher degree,590295,1769687301119,1769686710824,male,spaceColony,1,NA,English,5fb4f7b816ba5b1868ac6bd2,697b46af030b9aa57dc613a4,697b44eea7fa84c2ff0761b4,,NA,both xeliherb and ralocrop,258897,0
2677,61,,association,Higher degree,590295,1769687301119,1769686710824,male,spaceColony,1,It gives the best chance of higher yields which could offset the cost of ralocrop.  It doesn't mean that they have to be grown in  equal quantities and a level of growth could be balanced between the two crops to make it viable,English,5fb4f7b816ba5b1868ac6bd2,697b46af030b9aa57dc613a4,697b44eea7fa84c2ff0761b4,,NA,NA,157848,1
2677,61,,association,Higher degree,590295,1769687301119,1769686710824,male,spaceColony,1,NA,English,5fb4f7b816ba5b1868ac6bd2,697b46af030b9aa57dc613a4,697b44eea7fa84c2ff0761b4,Neutral,higher yields of xeliherb are associated with the presence of ralocrop,NA,78436,2
2679,75,,association,Graduated High-school,361546,1769687358271,1769686996725,female,spaceColony,1,NA,English,5c5cad3e4ee81200018eafe2,697b47ce1173af3467153308,697b44eea7fa84c2ff0761b4,,NA,both xeliherb and ralocrop,55474,0
2679,75,,association,Graduated High-school,361546,1769687358271,1769686996725,female,spaceColony,1,Because the presence of the other plant ralocrop would give a higher yield of xeliherb according to the information received from the scientists. As the latter is needed to survive on the planet then the more of the crop you have the better it would be for survival.,English,5c5cad3e4ee81200018eafe2,697b47ce1173af3467153308,697b44eea7fa84c2ff0761b4,,NA,NA,152628,1
2679,75,,association,Graduated High-school,361546,1769687358271,1769686996725,female,spaceColony,1,NA,English,5c5cad3e4ee81200018eafe2,697b47ce1173af3467153308,697b44eea7fa84c2ff0761b4,Causation,A high yield of xeliherb is associated with the presence of ralocrop so both would give the best outcome for crop yields.,NA,107179,2
2683,36,,association,Graduated High-school,182514,1769687623586,1769687441072,male,spaceColony,1,NA,English,6720fbc84253185973cbe564,697b4912970b107e529d355d,697b44eea7fa84c2ff0761b4,,NA,both xeliherb and ralocrop,56223,0
2683,36,,association,Graduated High-school,182514,1769687623586,1769687441072,male,spaceColony,1,As a higher yield of xeliherb means more seeds for survival. Although there is more resource required for ralopcrop it also is abundant so starting a cultivation should be simple. It means that more xeliherb can be cultivated for stockpiling.,English,6720fbc84253185973cbe564,697b4912970b107e529d355d,697b44eea7fa84c2ff0761b4,,NA,NA,54436,1
2683,36,,association,Graduated High-school,182514,1769687623586,1769687441072,male,spaceColony,1,NA,English,6720fbc84253185973cbe564,697b4912970b107e529d355d,697b44eea7fa84c2ff0761b4,Causation,"Relocrop is worth it for a higher yield of xeliherb, this was reported by a previous science team and needs to be taken into account.",NA,47656,2
2682,44,,association,Graduated High-school,293428,1769687490332,1769687196904,male,spaceColony,1,NA,english,5ebc0abd2cc5f1054c82a0d7,697b4895526a95598ae0c96c,697b44eea7fa84c2ff0761b4,,NA,only xeliherb,55815,0
2682,44,,association,Graduated High-school,293428,1769687490332,1769687196904,male,spaceColony,1,i would wait until the colony grows in supplies the i would grow both plants,english,5ebc0abd2cc5f1054c82a0d7,697b4895526a95598ae0c96c,697b44eea7fa84c2ff0761b4,,NA,NA,67116,1
2682,44,,association,Graduated High-school,293428,1769687490332,1769687196904,male,spaceColony,1,NA,english,5ebc0abd2cc5f1054c82a0d7,697b4895526a95598ae0c96c,697b44eea7fa84c2ff0761b4,None,ralocrop is available but it will use resorces choose carefully,NA,100702,2
2684,39,,association,Graduated High-school,198195,1769687631097,1769687432902,female,spaceColony,1,NA,English,669533c82c03a4d6320159d3,697b491bd93b4fa0f5c33dc6,697b44eea7fa84c2ff0761b4,,NA,only xeliherb,87813,0
2684,39,,association,Graduated High-school,198195,1769687631097,1769687432902,female,spaceColony,1,"I chose this because I want my colony's resources to be preserved, so I think cultivating two plants would be too resource intensive and wasteful. ",English,669533c82c03a4d6320159d3,697b491bd93b4fa0f5c33dc6,697b44eea7fa84c2ff0761b4,,NA,NA,40221,1
2684,39,,association,Graduated High-school,198195,1769687631097,1769687432902,female,spaceColony,1,NA,English,669533c82c03a4d6320159d3,697b491bd93b4fa0f5c33dc6,697b44eea7fa84c2ff0761b4,Neutral,They said that xeliherb is associated with ralocrop being around as well. ,NA,46606,2
2685,60,,association,Higher degree,254615,1769687942353,1769687687738,male,spaceColony,1,NA,English,62e41888387197b61ec6eb6f,697b498561884aea19c6cb04,697b44eea7fa84c2ff0761b4,,NA,only xeliherb,50281,0
2685,60,,association,Higher degree,254615,1769687942353,1769687687738,male,spaceColony,1,Required for survival on that particular planet. Ralocrop is a distraction whilst survival is at stake. Xeliherb ensures survival and there was no indication that it had the same impact on resources as the more energy-intense Ralocrop.,English,62e41888387197b61ec6eb6f,697b498561884aea19c6cb04,697b44eea7fa84c2ff0761b4,,NA,NA,112921,1
2685,60,,association,Higher degree,254615,1769687942353,1769687687738,male,spaceColony,1,NA,English,62e41888387197b61ec6eb6f,697b498561884aea19c6cb04,697b44eea7fa84c2ff0761b4,Neutral,Xeliherb needed to be cultivated for survival on this planet.,NA,62605,2
2686,59,,association,Graduated High-school,500233,1769688003246,1769687503013,female,spaceColony,1,NA,English,660ea65b18972d0e6a14a896,697b49b5b0dcd673ee3f649a,697b44eea7fa84c2ff0761b4,,NA,both xeliherb and ralocrop,84058,0
2686,59,,association,Graduated High-school,500233,1769688003246,1769687503013,female,spaceColony,1,"As the xeliherb is essential for life, it would make sense to also grow the ralocrop as the scientific team said that xeliherb abundance is associated with ralocrop. They didn't say that ralocrop just grew nearby, they used the word associated, which would imply that to grow xeliherb in large amounts it would be wise, if not necessary, to also grow ralocrop.",English,660ea65b18972d0e6a14a896,697b49b5b0dcd673ee3f649a,697b44eea7fa84c2ff0761b4,,NA,NA,208035,1
2686,59,,association,Graduated High-school,500233,1769688003246,1769687503013,female,spaceColony,1,NA,English,660ea65b18972d0e6a14a896,697b49b5b0dcd673ee3f649a,697b44eea7fa84c2ff0761b4,Causation,"The scientific team that went ahead of us, that we've now lost contact with, reported that growing large amounts of xeliherb is associated with a proximity to ralocrop. We therefore feel it's essential to also invest in growing ralocrop in order to grow enough xeliherb to sustain us. ",NA,179330,2
2687,36,None,association,Higher degree,534691,1769688026471,1769687491780,female,spaceColony,1,NA,English,67684dd84deabe73a9da9353,697b499c2bf1422e48aad7a1,697b44eea7fa84c2ff0761b4,,NA,both xeliherb and ralocrop,199090,0
2687,36,None,association,Higher degree,534691,1769688026471,1769687491780,female,spaceColony,1,"According to the explanation, cultivating high yield of xeliherb is contingent on high yield of ralocrop. Since I would be exploring the place and having lost contact with he science team, I would need high yield for endurance.",English,67684dd84deabe73a9da9353,697b499c2bf1422e48aad7a1,697b44eea7fa84c2ff0761b4,,NA,NA,110993,1
2687,36,None,association,Higher degree,534691,1769688026471,1769687491780,female,spaceColony,1,NA,English,67684dd84deabe73a9da9353,697b499c2bf1422e48aad7a1,697b44eea7fa84c2ff0761b4,Causation,"For you to have high yield of xeliherb, its important you cultivate ralecrop",NA,144336,2
2688,33,No comments,association,Graduated College,352348,1769689039962,1769688687614,male,spaceColony,1,NA,English,671bbaf1bec15d847b871b9b,697b4e47c9f355f21827c2d1,697b44eea7fa84c2ff0761b4,,NA,both xeliherb and ralocrop,74719,0
2688,33,No comments,association,Graduated College,352348,1769689039962,1769688687614,male,spaceColony,1,"Since xeliherb is easy to cultivate it is a sure choice, ralocrop on the other hand is hard to farm and thus is more valuable and can fetch a high price which neates its resource requirement.",English,671bbaf1bec15d847b871b9b,697b4e47c9f355f21827c2d1,697b44eea7fa84c2ff0761b4,,NA,NA,102961,1
2688,33,No comments,association,Graduated College,352348,1769689039962,1769688687614,male,spaceColony,1,NA,English,671bbaf1bec15d847b871b9b,697b4e47c9f355f21827c2d1,697b44eea7fa84c2ff0761b4,Causation,"Hi team, we will cultivate both xeliherb and ralocrop sice they already exist together on the planet.",NA,150021,2